id,Counts_1st,Counts_2nd,Counts_3rd,Counts_4th,Total_Counts,Uniprot_id_gene,Uniprot_entry,pldt_score
RVBD1267c:embR,0,0,0,0,0,RV1267c,P9WGJ9,91.84048461914062
RVBD0243:fadA2,0,0,0,0,0,RV0243,O86361,95.22538757324219
RVBD0078A:RVBD0078A,0,0,0,0,0,RV0078A,L7N686,92.73882293701172
RVBD2557:RVBD2557,0,0,0,0,0,RV2557,P9WLA5,92.15630340576172
RVBD0791c:RVBD0791c,0,0,0,0,0,RV0791c,I6X9T8,90.78458404541016
RVBD2793c:truB,0,0,0,0,0,RV2793c,P9WHP7,93.1886215209961
RVBD0616c:RVBD0616c,0,0,0,0,0,RV0616c,O07761,61.97966003417969
RVBD3109:moaA1,0,0,0,0,0,RV3109,P9WJS3,93.99665832519531
RVBD1341:RVBD1341,0,0,0,0,0,RV1341,P9WMR7,94.80010223388672
RVBD2143:RVBD2143,0,0,0,0,0,RV2143,O06232,78.38201904296875
RVBD0697:RVBD0697,0,0,0,0,0,RV0697,I6Y8H4,94.9314956665039
RVBD2276:cyp121,0,0,0,0,0,RV2276,P9WPP7,95.44295501708984
RVBD2329c:narK1,0,0,0,0,0,RV2329c,P71883,84.18974304199219
RVBD3519:RVBD3519,0,0,0,0,0,RV3519,O53564,96.05792236328125
RVBD2750:RVBD2750,0,0,0,0,0,RV2750,P9WGS5,95.05609893798828
RVBD0329c:RVBD0329c,0,0,0,0,0,RV0329c,O07253,94.08773803710938
RVBD3517:RVBD3517,0,0,0,0,0,RV3517,O53562,93.7913589477539
RVBD3062:ligB,0,0,0,0,0,RV3062,P9WNV5,92.92942810058594
RVBD1213:glgC,0,0,0,0,0,RV1213,P9WN43,93.7413101196289
RVBD2327:RVBD2327,0,0,0,0,0,RV2327,P71885,87.44017791748047
RVBD1746:pknF,0,0,0,0,0,RV1746,P9WI75,80.96768188476562
RVBD2985:mutT1,0,0,0,0,0,RV2985,P9WIY3,92.55113983154297
RVBD0783c:emrB,0,0,0,0,0,RV0783c,P9WG89,80.96063232421875
RVBD1123c:bpoB,0,0,0,0,0,RV1123c,O06575,87.03360748291016
RVBD2274c:mazF8,0,0,0,0,0,RV2274c,P9WIH7,42.12818908691406
RVBD2376c:cfp2,0,0,0,0,0,RV2376c,P9WIN7,64.62565612792969
RVBD2331:RVBD2331,0,0,0,0,0,RV2331,P9WLB3,48.28414535522461
RVBD0273c:RVBD0273c,0,0,0,0,0,RV0273c,O86342,92.56307220458984
RVBD0256c:PPE2,0,0,0,0,0,RV0256c,P9WI47,67.0352554321289
RVBD2332:mez,0,0,0,0,0,RV2332,P9WK25,95.4787826538086
RVBD0179c:lprO,0,0,0,0,0,RV0179c,O07423,88.93994903564453
RVBD0435c:RVBD0435c,0,0,0,0,0,RV0435c,P96281,82.56672668457031
RVBD3124:moaR1,0,0,0,0,0,RV3124,O05797,84.82626342773438
RVBD0295c:RVBD0295c,0,0,0,0,0,RV0295c,O53699,94.21857452392578
RVBD0373c:RVBD0373c,0,0,0,0,0,RV0373c,O53708,95.98725128173828
RVBD1955:higB,0,0,0,0,0,RV1955,P9WJA5,79.4770278930664
RVBD1985c:RVBD1985c,0,0,0,0,0,RV1985c,P9WMF5,89.80775451660156
RVBD2133c:RVBD2133c,0,0,0,0,0,RV2133c,O06242,95.07072448730469
RVBD0234c:gabD1,0,0,0,0,0,RV0234c,P9WNX9,98.28582000732422
RVBD0767c:RVBD0767c,0,0,0,0,0,RV0767c,P9WMD7,85.18948364257812
RVBD3321c:vapB44,0,0,0,0,0,RV3321c,P9WJ17,84.578125
RVBD1579c:RVBD1579c,0,0,0,0,0,RV1579c,O06611,85.45067596435547
RVBD0235c:RVBD0235c,0,0,0,0,0,RV0235c,P96418,95.4809341430664
RVBD1881c:lppE,0,0,0,0,0,RV1881c,O07750,88.81828308105469
RVBD3876:espI,0,0,0,0,0,RV3876,P9WJC5,64.93106079101562
RVBD2040c:RVBD2040c,0,0,0,0,0,RV2040c,O53484,90.3413314819336
RVBD1016c:lpqT,0,0,0,0,0,RV1016c,P9WK59,83.50933074951172
RVBD0118c:oxcA,0,0,0,0,0,RV0118c,O53639,94.84247589111328
RVBD2316:uspA,0,0,0,0,0,RV2316,P71896,90.38961791992188
RVBD2394:ggtB,0,0,0,0,0,RV2394,P71750,90.79076385498047
RVBD2817c:RVBD2817c,0,0,0,0,0,RV2817c,P9WPJ5,89.28150939941406
RVBD1899c:lppD,0,0,0,0,0,RV1899c,P9WK29,65.36158752441406
RVBD2702:ppgK,0,0,0,0,0,RV2702,P9WIN1,92.6213607788086
RVBD0457c:RVBD0457c,0,0,0,0,0,RV0457c,O07178,95.55561828613281
RVBD0424c:RVBD0424c,0,0,0,0,0,RV0424c,P96270,63.76154327392578
RVBD2643:arsC,0,0,0,0,0,RV2643,I6X4W4,83.68803405761719
RVBD2113:RVBD2113,0,0,0,0,0,RV2113,O33248,80.7506332397461
RVBD1608c:bcpB,0,0,0,0,0,RV1608c,P9WID9,95.78467559814453
RVBD3127:RVBD3127,0,0,0,0,0,RV3127,P9WL07,91.84616088867188
RVBD2780:ald,0,0,0,0,0,RV2780,P9WQB1,96.35894012451172
RVBD2803:RVBD2803,0,0,0,0,0,RV2803,I6XFC2,70.81986999511719
RVBD0141c:RVBD0141c,0,0,0,0,0,RV0141c,P96818,93.03103637695312
RVBD0503c:cmaA2,0,0,0,0,0,RV0503c,P9WPB5,95.80780792236328
RVBD3263:RVBD3263,0,0,0,0,0,RV3263,P96868,89.00543975830078
RVBD2387:RVBD2387,0,0,0,0,0,RV2387,P71757,83.41678619384766
RVBD2874:dipZ,0,0,0,0,0,RV2874,P9WG63,73.52375030517578
RVBD1995:RVBD1995,0,0,0,0,0,RV1995,P9WLP3,85.11376190185547
RVBD0492A:RVBD0492A,0,0,0,0,0,RV0492A,Q6MX36,87.70203399658203
RVBD0464c:RVBD0464c,0,0,0,0,0,RV0464c,O53749,92.49473571777344
RVBD2665:RVBD2665,0,0,0,0,0,RV2665,I6Y1F9,78.16204071044922
RVBD1424c:RVBD1424c,0,0,0,0,0,RV1424c,P9WLX7,32.41039276123047
RVBD1948c:RVBD1948c,0,0,0,0,0,RV1948c,P95266,95.65387725830078
RVBD3338:RVBD3338,0,0,0,0,0,RV3338,O53388,87.72257232666016
RVBD1721c:vapB12,0,0,0,0,0,RV1721c,P9WJ53,93.21920013427734
RVBD1377c:RVBD1377c,0,0,0,0,0,RV1377c,P71805,94.30707550048828
RVBD0348:RVBD0348,0,0,0,0,0,RV0348,O06299,83.91832733154297
RVBD0830:RVBD0830,0,0,0,0,0,RV0830,P9WFI3,92.12580871582031
RVBD1992c:ctpG,0,0,0,0,0,RV1992c,P9WPS7,82.92549896240234
RVBD1891:RVBD1891,0,0,0,0,0,RV1891,O07741,85.19851684570312
RVBD2458:mmuM,0,0,0,0,0,RV2458,O53185,93.77738189697266
RVBD3890c:esxC,0,0,0,0,0,RV3890c,P9WNI1,90.78285217285156
RVBD0897c:RVBD0897c,0,0,0,0,0,RV0897c,P9WKP7,95.92121887207031
RVBD1983:PE-PGRS35,0,0,0,0,0,RV1983,P9WIF1,93.1815414428711
RVBD1141c:echA11,0,0,0,0,0,RV1141c,O06541,95.81668090820312
RVBD1498c:RVBD1498c,0,0,0,0,0,RV1498c,P9WLW9,90.68193817138672
RVBD0726c:RVBD0726c,0,0,0,0,0,RV0726c,P9WFI7,81.02850341796875
RVBD2600:RVBD2600,0,0,0,0,0,RV2600,P9WFG5,89.99519348144531
RVBD1877:RVBD1877,0,0,0,0,0,RV1877,P9WG85,77.9019546508789
RVBD0594:mce2F,0,0,0,0,0,RV0594,O07784,80.5934829711914
RVBD0008c:RVBD0008c,0,0,0,0,0,RV0008c,P9WJF3,67.03834533691406
RVBD2063A:mazF7,0,0,0,0,0,RV2063A,P0CL62,85.69866943359375
RVBD3295:RVBD3295,0,0,0,0,0,RV3295,P96900,87.89317321777344
RVBD2529:RVBD2529,0,0,0,0,0,RV2529,P95024,75.55474090576172
RVBD1873:RVBD1873,0,0,0,0,0,RV1873,O07756,96.88123321533203
RVBD0973c:accA2,0,0,0,0,0,RV0973c,P71538,91.91532897949219
RVBD1103c:mazE3,0,0,0,0,0,RV1103c,O53451,74.13641357421875
RVBD0792c:RVBD0792c,0,0,0,0,0,RV0792c,O86331,86.02420043945312
RVBD2280:RVBD2280,0,0,0,0,0,RV2280,P9WIT1,95.40623474121094
RVBD3739c:PPE67,0,0,0,0,0,RV3739c,Q79FA2,96.50492858886719
RVBD2963:RVBD2963,0,0,0,0,0,RV2963,I6YET7,83.74591064453125
RVBD3477:PE31,0,0,0,0,0,RV3477,I6YG87,91.46092987060547
RVBD3319:sdhB,0,0,0,0,0,RV3319,O53371,93.74581909179688
RVBD1900c:lipJ,0,0,0,0,0,RV1900c,O07732,89.22216796875
RVBD1933c:fadE18,0,0,0,0,0,RV1933c,P95281,93.58790588378906
RVBD1028c:kdpD,0,0,0,0,0,RV1028c,P9WGL3,81.38932800292969
RVBD1490:RVBD1490,0,0,0,0,0,RV1490,P9WLX1,90.87384033203125
RVBD1918c:PPE35,0,0,0,0,0,RV1918c,Q79FI8,71.61613464355469
RVBD1526c:RVBD1526c,0,0,0,0,0,RV1526c,P9WLV1,89.49568176269531
RVBD3738c:PPE66,0,0,0,0,0,RV3738c,P9WHX1,73.92212677001953
RVBD2762c:RVBD2762c,0,0,0,0,0,RV2762c,I6X5B0,59.38151168823242
RVBD3174:RVBD3174,0,0,0,0,0,RV3174,O53324,96.53549194335938
RVBD0493c:RVBD0493c,0,0,0,0,0,RV0493c,P9WKU7,93.14018249511719
RVBD1034c:RVBD1034c,0,0,0,0,0,RV1034c,I6X043,94.00946044921875
RVBD0182c:sigG,0,0,0,0,0,RV0182c,P9WGG5,82.67359924316406
RVBD2281:pitB,0,0,0,0,0,RV2281,P9WIA5,87.37068176269531
RVBD0425c:ctpH,0,0,0,0,0,RV0425c,P96271,76.2183609008789
RVBD1869c:RVBD1869c,0,0,0,0,0,RV1869c,P95146,96.89545440673828
RVBD3667:acs,0,0,0,0,0,RV3667,P9WQD1,91.98248291015625
RVBD3607c:folB,0,0,0,0,0,RV3607c,P9WNC5,86.79315948486328
RVBD1516c:RVBD1516c,0,0,0,0,0,RV1516c,P71795,91.55371856689453
RVBD0465c:RVBD0465c,0,0,0,0,0,RV0465c,P9WMI1,86.13726043701172
RVBD0305c:PPE6,0,0,0,0,0,RV0305c,Q6MX48,79.21988677978516
RVBD3558:PPE64,0,0,0,0,0,RV3558,Q6MWW0,93.864013671875
RVBD2715:RVBD2715,0,0,0,0,0,RV2715,P9WNH3,88.9147720336914
RVBD2679:echA15,0,0,0,0,0,RV2679,I6YA03,95.47586822509766
RVBD2250c:RVBD2250c,0,0,0,0,0,RV2250c,P9WMC5,92.67131805419922
RVBD3562:fadE31,0,0,0,0,0,RV3562,I6YGH7,94.38131713867188
RVBD0753c:mmsA,0,0,0,0,0,RV0753c,O53816,96.88230895996094
RVBD1593c:RVBD1593c,0,0,0,0,0,RV1593c,O06597,90.15507507324219
RVBD1046c:RVBD1046c,0,0,0,0,0,RV1046c,L0T8G6,52.00827407836914
RVBD0905:echA6,0,0,0,0,0,RV0905,P9WNP1,95.30970001220703
RVBD2737A:RVBD2737A,0,0,0,0,0,RV2737A,Q79FB4,87.76123046875
RVBD2296:RVBD2296,0,0,0,0,0,RV2296,P9WMS3,96.69432830810547
RVBD2939:papA5,0,0,0,0,0,RV2939,P9WIN5,88.54369354248047
RVBD0890c:RVBD0890c,0,0,0,0,0,RV0890c,P9WMG1,87.07868957519531
RVBD0779c:RVBD0779c,0,0,0,0,0,RV0779c,P71833,85.10636138916016
RVBD1355c:moeY,0,0,0,0,0,RV1355c,P9WM11,91.76373291015625
RVBD2601A:vapB41,0,0,0,0,0,RV2601A,P9WJ21,85.94252014160156
RVBD0914c:RVBD0914c,0,0,0,0,0,RV0914c,I6XWJ8,96.79425811767578
RVBD1936:RVBD1936,0,0,0,0,0,RV1936,P95278,95.1224365234375
RVBD3768:RVBD3768,0,0,0,0,0,RV3768,P72035,96.79303741455078
RVBD1976c:RVBD1976c,0,0,0,0,0,RV1976c,O53977,92.14755249023438
RVBD3772:hisC2,0,0,0,0,0,RV3772,P9WML5,96.15858459472656
RVBD2388c:hemN,0,0,0,0,0,RV2388c,P9WP73,95.68077087402344
RVBD0575c:RVBD0575c,0,0,0,0,0,RV0575c,O53772,91.28793334960938
RVBD0932c:pstS2,0,0,0,0,0,RV0932c,P9WGT9,91.33140563964844
RVBD1514c:RVBD1514c,0,0,0,0,0,RV1514c,P9WMX9,93.04869842529297
RVBD1468c:PE-PGRS29,0,0,0,0,0,RV1468c,Q79FP0,93.77838134765625
RVBD3727:RVBD3727,0,0,0,0,0,RV3727,O69694,88.42259216308594
RVBD2577:RVBD2577,0,0,0,0,0,RV2577,P9WL81,90.01761627197266
RVBD0971c:echA7,0,0,0,0,0,RV0971c,P71540,94.94743347167969
RVBD1729c:RVBD1729c,0,0,0,0,0,RV1729c,P9WFH9,85.87976837158203
RVBD2589:gabT,0,0,0,0,0,RV2589,P9WQ79,98.00463104248047
RVBD1765A:RVBD1765A,0,0,0,0,0,RV1765A,Q79FL0,71.6942138671875
RVBD2428:ahpC,0,0,0,0,0,RV2428,P9WQB7,93.31707000732422
RVBD0786c:RVBD0786c,0,0,0,0,0,RV0786c,P71839,96.97805786132812
RVBD2932:ppsB,0,0,0,0,0,RV2932,P9WQE5,86.69181060791016
RVBD1725c:RVBD1725c,0,0,0,0,0,RV1725c,P71983,92.74724578857422
RVBD3812:PE-PGRS62,0,0,0,0,0,RV3812,L7N680,69.36202239990234
RVBD1969:mce3D,0,0,0,0,0,RV1969,O53970,84.18182373046875
RVBD0646c:lipG,0,0,0,0,0,RV0646c,P96935,96.23876953125
RVBD0208c:RVBD0208c,0,0,0,0,0,RV0208c,P9WFY9,83.27767944335938
RVBD0355c:PPE8,0,0,0,0,0,RV0355c,I6Y7L4,
RVBD1928c:RVBD1928c,0,0,0,0,0,RV1928c,P95286,97.1586685180664
RVBD3329:RVBD3329,0,0,0,0,0,RV3329,O53379,94.3687515258789
RVBD0760c:RVBD0760c,0,0,0,0,0,RV0760c,I6WZD7,94.65827178955078
RVBD1175c:fadH,0,0,0,0,0,RV1175c,O50431,97.11397552490234
RVBD1724c:RVBD1724c,0,0,0,0,0,RV1724c,P71982,75.08000183105469
RVBD0624:vapC30,0,0,0,0,0,RV0624,P9WF77,96.62488555908203
RVBD1730c:RVBD1730c,0,0,0,0,0,RV1730c,P71988,88.4037094116211
RVBD2618:RVBD2618,0,0,0,0,0,RV2618,O06195,90.45631408691406
RVBD3252c:alkB,0,0,0,0,0,RV3252c,O05895,93.29317474365234
RVBD2075c:RVBD2075c,0,0,0,0,0,RV2075c,P9WLL5,88.8665542602539
RVBD0669c:RVBD0669c,0,0,0,0,0,RV0669c,O06769,96.02098083496094
RVBD1685c:RVBD1685c,0,0,0,0,0,RV1685c,O33187,87.29048156738281
RVBD3873:PPE68,0,0,0,0,0,RV3873,P9WHW9,68.69718170166016
RVBD0596c:RVBD0596c,0,0,0,0,0,RV0596c,P9WF21,91.90811157226562
RVBD1397c:vapC10,0,0,0,0,0,RV1397c,P9WFA7,94.29910278320312
RVBD3369:RVBD3369,0,0,0,0,0,RV3369,O50398,93.54409790039062
RVBD1273c:RVBD1273c,0,0,0,0,0,RV1273c,P9WQJ1,89.68975830078125
RVBD1979c:RVBD1979c,0,0,0,0,0,RV1979c,P9WQM5,87.03841400146484
RVBD2652c:RVBD2652c,0,0,0,0,0,RV2652c,P71949,78.35062408447266
RVBD2659c:RVBD2659c,0,0,0,0,0,RV2659c,P9WMB3,89.55802154541016
RVBD0806c:cpsY,0,0,0,0,0,RV0806c,P9WGD1,89.86558532714844
RVBD1548c:PPE21,0,0,0,0,0,RV1548c,P9WI21,86.8986587524414
RVBD0077c:RVBD0077c,0,0,0,0,0,RV0077c,O53622,97.6002197265625
RVBD3129:RVBD3129,0,0,0,0,0,RV3129,P9WL05,81.05592346191406
RVBD3331:sugI,0,0,0,0,0,RV3331,L0TDU1,82.03294372558594
RVBD3175:RVBD3175,0,0,0,0,0,RV3175,O53325,95.44683074951172
RVBD0870c:RVBD0870c,0,0,0,0,0,RV0870c,I6Y8Z3,94.41666412353516
RVBD2248:RVBD2248,0,0,0,0,0,RV2248,P9WLG5,93.52962493896484
RVBD2642:RVBD2642,0,0,0,0,0,RV2642,P71941,82.79705047607422
RVBD2657c:RVBD2657c,0,0,0,0,0,RV2657c,I6YE30,77.0986099243164
RVBD0913c:RVBD0913c,0,0,0,0,0,RV0913c,I6Y551,96.0096664428711
RVBD3521:RVBD3521,0,0,0,0,0,RV3521,O53566,94.47728729248047
RVBD0178:RVBD0178,0,0,0,0,0,RV0178,O07422,75.37999725341797
RVBD3448:eccD4,0,0,0,0,0,RV3448,P9WNQ1,84.01117706298828
RVBD2473:RVBD2473,0,0,0,0,0,RV2473,O53200,76.5158462524414
RVBD0251c:hsp,0,0,0,0,0,RV0251c,O53673,77.36283111572266
RVBD1912c:fadB5,0,0,0,0,0,RV1912c,O07721,93.35443115234375
RVBD2766c:RVBD2766c,0,0,0,0,0,RV2766c,I6YEB6,95.7376937866211
RVBD1322A:RVBD1322A,0,0,0,0,0,RV1322A,L7N6B1,93.9480972290039
RVBD1755c:plcD,0,0,0,0,0,RV1755c,P9WIA9,88.46114349365234
RVBD2077Bc:RVBD2077Bc,0,0,0,0,0,RV2077Bc,,
RVBD0844c:narL,0,0,0,0,0,RV0844c,P9WGM5,93.08689880371094
RVBD2423:RVBD2423,0,0,0,0,0,RV2423,P71925,95.30940246582031
RVBD1266c:pknH,0,0,0,0,0,RV1266c,P9WI71,81.48819732666016
RVBD1750c:fadD1,0,0,0,0,0,RV1750c,P72007,92.56607055664062
RVBD1896c:RVBD1896c,0,0,0,0,0,RV1896c,P9WFH7,90.10122680664062
RVBD1844c:gnd1,0,0,0,0,0,RV1844c,Q79FJ2,95.52816009521484
RVBD2631:RVBD2631,0,0,0,0,0,RV2631,P9WGW5,96.45321655273438
RVBD2928:tesA,0,0,0,0,0,RV2928,P9WQD5,83.9057846069336
RVBD3526:kshA,0,0,0,0,0,RV3526,P71875,92.9690933227539
RVBD1528c:papA4,0,0,0,0,0,RV1528c,O53902,44.4460563659668
RVBD3385c:RVBD3385c,0,0,0,0,0,RV3385c,P9WF13,88.23177337646484
RVBD3594:RVBD3594,0,0,0,0,0,RV3594,I6Y3Z2,92.66414642333984
RVBD3524:RVBD3524,0,0,0,0,0,RV3524,I6X7J6,81.10932922363281
RVBD3731:ligC,0,0,0,0,0,RV3731,L0TDE1,88.84049987792969
RVBD0107c:ctpI,0,0,0,0,0,RV0107c,P9WPS5,74.0387191772461
RVBD1926c:mpt63,0,0,0,0,0,RV1926c,P9WIP1,87.44918060302734
RVBD0275c:RVBD0275c,0,0,0,0,0,RV0275c,L7N6A2,82.87659454345703
RVBD2059:RVBD2059,0,0,0,0,0,RV2059,O07257,60.048805236816406
RVBD0044c:RVBD0044c,0,0,0,0,0,RV0044c,P71701,95.26602172851562
RVBD3122:RVBD3122,0,0,0,0,0,RV3122,O07033,83.15384674072266
RVBD2012:RVBD2012,0,0,0,0,0,RV2012,P9WLM3,87.87061309814453
RVBD0492c:RVBD0492c,0,0,0,0,0,RV0492c,P9WMV7,94.60200500488281
RVBD0546c:RVBD0546c,0,0,0,0,0,RV0546c,O06412,94.14656066894531
RVBD0300:RVBD0300,0,0,0,0,0,RV0300,O07227,93.4706802368164
RVBD1639c:RVBD1639c,0,0,0,0,0,RV1639c,P94973,88.6014633178711
RVBD3317:sdhD,0,0,0,0,0,RV3317,O53369,96.15576171875
RVBD3113:RVBD3113,0,0,0,0,0,RV3113,O05790,93.1834716796875
RVBD0230c:php,0,0,0,0,0,RV0230c,P9WHN9,97.46282196044922
RVBD1542c:glbN,0,0,0,0,0,RV1542c,P9WN25,91.71161651611328
RVBD1507A:RVBD1507A,0,0,0,0,0,RV1507A,L7N6B6,37.51311492919922
RVBD2088:pknJ,0,0,0,0,0,RV2088,P9WI67,79.71629333496094
RVBD1975:RVBD1975,0,0,0,0,0,RV1975,O53976,74.05701446533203
RVBD2960c:RVBD2960c,0,0,0,0,0,RV2960c,P95133,44.57328796386719
RVBD1515c:RVBD1515c,0,0,0,0,0,RV1515c,P71794,90.28194427490234
RVBD1272c:RVBD1272c,0,0,0,0,0,RV1272c,P9WQJ3,88.4034423828125
RVBD3196:RVBD3196,0,0,0,0,0,RV3196,O53342,87.70873260498047
RVBD2998:RVBD2998,0,0,0,0,0,RV2998,O53245,34.674312591552734
RVBD0131c:fadE1,0,0,0,0,0,RV0131c,P96808,93.2724838256836
RVBD3872:PE35,0,0,0,0,0,RV3872,P9WIG7,90.83210754394531
RVBD3297:nei,0,0,0,0,0,RV3297,P9WNC1,95.92310333251953
RVBD2292c:RVBD2292c,0,0,0,0,0,RV2292c,P9WLE3,93.40689849853516
RVBD1357c:RVBD1357c,0,0,0,0,0,RV1357c,P9WM07,80.64704132080078
RVBD0931c:pknD,0,0,0,0,0,RV0931c,P9WI79,80.214111328125
RVBD1923:lipD,0,0,0,0,0,RV1923,P95290,88.17436981201172
RVBD3532:PPE61,0,0,0,0,0,RV3532,P9WHX9,67.89563751220703
RVBD1739c:RVBD1739c,0,0,0,0,0,RV1739c,P9WGF7,92.72662353515625
RVBD3504:fadE26,0,0,0,0,0,RV3504,I6YCA3,91.91368865966797
RVBD2749:RVBD2749,0,0,0,0,0,RV2749,O33291,96.39163970947266
RVBD0645c:mmaA1,0,0,0,0,0,RV0645c,P9WPB1,96.6737060546875
RVBD0813c:RVBD0813c,0,0,0,0,0,RV0813c,P9WFG9,90.98800659179688
RVBD2807:RVBD2807,0,0,0,0,0,RV2807,P71644,84.39468383789062
RVBD3777:RVBD3777,0,0,0,0,0,RV3777,P72043,97.08719635009766
RVBD1835c:RVBD1835c,0,0,0,0,0,RV1835c,P9WIQ9,93.78834533691406
RVBD1879:RVBD1879,0,0,0,0,0,RV1879,O07751,95.70429229736328
RVBD1184c:RVBD1184c,0,0,0,0,0,RV1184c,O50440,85.43746948242188
RVBD1497:lipL,0,0,0,0,0,RV1497,P71778,86.00163269042969
RVBD0105c:rpmB1,0,0,0,0,0,RV0105c,P9WHB1,79.40031433105469
RVBD1446c:opcA,0,0,0,0,0,RV1446c,O06813,94.45195007324219
RVBD3098B:RVBD3098B,0,0,0,0,0,RV3098B,V5QPS4,91.69620513916016
RVBD0878c:PPE13,0,0,0,0,0,RV0878c,P9WI35,80.40869140625
RVBD0725c:RVBD0725c,0,0,0,0,0,RV0725c,P95073,67.82501983642578
RVBD2308:RVBD2308,0,0,0,0,0,RV2308,P9WLC5,79.85697937011719
RVBD1880c:cyp140,0,0,0,0,0,RV1880c,P9WPL9,93.62730407714844
RVBD0976c:RVBD0976c,0,0,0,0,0,RV0976c,O86320,96.6027603149414
RVBD2294:RVBD2294,0,0,0,0,0,RV2294,P9WQ83,95.4170150756836
RVBD0756c:RVBD0756c,0,0,0,0,0,RV0756c,P71813,75.72216033935547
RVBD2991:RVBD2991,0,0,0,0,0,RV2991,O53240,96.22435760498047
RVBD1318c:RVBD1318c,0,0,0,0,0,RV1318c,P9WQ33,86.43433380126953
RVBD1922:RVBD1922,0,0,0,0,0,RV1922,P95291,90.727783203125
RVBD2704:RVBD2704,0,0,0,0,0,RV2704,I6YA21,90.643310546875
RVBD2544:lppB,0,0,0,0,0,RV2544,P9WK79,83.46349334716797
RVBD3367:PE-PGRS51,0,0,0,0,0,RV3367,L0TCB8,94.90547943115234
RVBD0496:RVBD0496,0,0,0,0,0,RV0496,P9WHV5,90.72930145263672
RVBD1901:cinA,0,0,0,0,0,RV1901,P9WPE3,94.56741333007812
RVBD1506c:RVBD1506c,0,0,0,0,0,RV1506c,P71785,95.36325073242188
RVBD2936:drrA,0,0,0,0,0,RV2936,P9WQL9,88.76891326904297
RVBD2102:RVBD2102,0,0,0,0,0,RV2102,O53500,86.46833038330078
RVBD2006:otsB1,0,0,0,0,0,RV2006,P9WN15,89.05841064453125
RVBD0048c:RVBD0048c,0,0,0,0,0,RV0048c,P9WM87,81.41495513916016
RVBD3081:RVBD3081,0,0,0,0,0,RV3081,O53298,74.89060974121094
RVBD0764c:cyp51,0,0,0,0,0,RV0764c,P9WPP9,93.03620147705078
RVBD1283c:oppB,0,0,0,0,0,RV1283c,P9WFZ7,89.88861846923828
RVBD1447c:zwf2,0,0,0,0,0,RV1447c,P9WN73,90.73262786865234
RVBD1987:RVBD1987,0,0,0,0,0,RV1987,P9WLQ1,86.0236587524414
RVBD0398c:RVBD0398c,0,0,0,0,0,RV0398c,P95206,77.82300567626953
RVBD1766:RVBD1766,0,0,0,0,0,RV1766,O06799,89.57168579101562
RVBD2001:RVBD2001,0,0,0,0,0,RV2001,P9WLN5,94.79331970214844
RVBD1991c:mazF6,0,0,0,0,0,RV1991c,P9WII3,97.18184661865234
RVBD3736:RVBD3736,0,0,0,0,0,RV3736,O69703,87.21088409423828
RVBD1688:mpg,0,0,0,0,0,RV1688,P9WJP7,96.96443939208984
RVBD2519:PE26,0,0,0,0,0,RV2519,Q79FD3,92.68296813964844
RVBD0829:RVBD0829,0,0,0,0,0,RV0829,O53840,73.15676879882812
RVBD0689c:RVBD0689c,0,0,0,0,0,RV0689c,I6WZ39,52.02737808227539
RVBD2769c:PE27,0,0,0,0,0,RV2769c,Q79FA8,64.39461517333984
RVBD0576:RVBD0576,0,0,0,0,0,RV0576,O53773,91.25481414794922
RVBD1811:mgtC,0,0,0,0,0,RV1811,I6YBN6,86.19598388671875
RVBD2422:RVBD2422,0,0,0,0,0,RV2422,P71926,79.25111389160156
RVBD2560:RVBD2560,0,0,0,0,0,RV2560,P9WLA1,83.18720245361328
RVBD2348c:RVBD2348c,0,0,0,0,0,RV2348c,P95244,65.51592254638672
RVBD2526:RVBD2526,0,0,0,0,0,RV2526,P9WJ49,91.23480224609375
RVBD2384:mbtA,0,0,0,0,0,RV2384,P71716,89.34700775146484
RVBD1398c:vapB10,0,0,0,0,0,RV1398c,P9WLZ1,87.79317474365234
RVBD1895:RVBD1895,0,0,0,0,0,RV1895,O07737,89.8719253540039
RVBD1964:yrbE3A,0,0,0,0,0,RV1964,O53965,86.00804138183594
RVBD1242:RVBD1242,0,0,0,0,0,RV1242,P9WF69,95.93894958496094
RVBD3372A:RVBD3372A,0,0,0,0,0,RV3372A,,
RVBD1949c:RVBD1949c,0,0,0,0,0,RV1949c,L0T9Q6,81.56586456298828
RVBD2453c:mobA,0,0,0,0,0,RV2453c,P9WJQ9,88.30354309082031
RVBD3408:vapC47,0,0,0,0,0,RV3408,P9WF49,97.37676239013672
RVBD2614A:RVBD2614A,0,0,0,0,0,RV2614A,Q79FC4,48.35613250732422
RVBD3837c:RVBD3837c,0,0,0,0,0,RV3837c,P96241,91.15711212158203
RVBD1144:RVBD1144,0,0,0,0,0,RV1144,P9WGQ7,96.94599914550781
RVBD2283:RVBD2283,0,0,0,0,0,RV2283,P9WLE9,52.008750915527344
RVBD2232:ptkA,0,0,0,0,0,RV2232,P9WPI9,80.02584075927734
RVBD1571:RVBD1571,0,0,0,0,0,RV1571,O06619,96.81893157958984
RVBD2549c:vapC20,0,0,0,0,0,RV2549c,P95004,97.39924621582031
RVBD3841:bfrB,0,0,0,0,0,RV3841,P9WNE5,95.09237670898438
RVBD2010:vapC15,0,0,0,0,0,RV2010,P9WF97,96.15440368652344
RVBD2077A:RVBD2077A,0,0,0,0,0,RV2077A,L7N6B8,78.0180892944336
RVBD1452c:PE-PGRS28,0,0,0,0,0,RV1452c,Q79FP1,81.6551513671875
